,agerank2,Variety,variety2,Clade,agerank,Nutrient,soil,rep,id,Notes.,tuber,tuber2,tuber3,root,wgt_avg,obs,rel_biomass2
220,3,Cor C. 135-24,Cor C 135,chil,3,High,Virgin,4,386,,90.56,90.56,90.56,2.79,46.9462069,29,1.929016336
221,3,P. Cacho-4,P. Cacho,chil,3,Low,Sterile,4,327,,88.36,88.36,88.36,1.56,46.9462069,29,1.88215419
222,3,Cor C.56-7,Cor C56,chil,3,High,Sterile,3,154,,29.54,29.54,29.54,7.78,46.9462069,29,0.629230814
223,3,P. Cacho-9,P. Cacho,chil,3,Low,Hancock,1,82,,66.62,66.62,66.62,1.25,46.9462069,29,1.419070984
224,3,P. Cacho-20,P. Cacho,chil,3,Low,Virgin,4,95,,86.24,86.24,86.24,2.06,46.9462069,29,1.836996122
225,3,Cor C.56-6,Cor C56,chil,3,High,Sterile,2,313,,136.07,136.07,136.07,10.1,46.9462069,29,2.898423728
226,3,Cor C.56-5,Cor C56,chil,3,High,Sterile,1,196,,74.15,74.15,74.15,7.91,46.9462069,29,1.579467329
227,3,Cor C.56-17,Cor C56,chil,3,Low,Virgin,1,130,,47.77,47.77,47.77,2.75,46.9462069,29,1.017547597
228,3,Cor C.56-19,Cor C56,chil,3,Low,Virgin,3,315,,72.15,72.15,72.15,4.31,46.9462069,29,1.536865378
229,3,Cor C.56-9,Cor C56,chil,3,Low,Hancock,1,406,,94.05,94.05,94.05,2.14,46.9462069,29,2.00335674
230,3,P. Cacho-11,P. Cacho,chil,3,Low,Hancock,3,359,,100.8,100.8,100.8,1.16,46.9462069,29,2.147138324
231,3,P. Cacho-1,P. Cacho,chil,3,Low,Sterile,1,325,,90.75,90.75,90.75,2.59,46.9462069,29,1.933063521
232,3,Cor C.56-1,Cor C56,chil,3,Low,Sterile,1,294,,95.06,95.06,95.06,1.56,46.9462069,29,2.024870725
233,3,P. Cacho-10,P. Cacho,chil,3,Low,Hancock,2,141,,100.78,100.78,100.78,0.95,46.9462069,29,2.146712305
234,3,P. Cacho-19,P. Cacho,chil,3,Low,Virgin,3,339,,118.65,118.65,118.65,1.51,46.9462069,29,2.527360736
235,3,Cor C.56-11,Cor C56,chil,3,Low,Hancock,3,225,,81.3,81.3,81.3,2.73,46.9462069,29,1.731769303
236,4,Garnet-12,Garnet,chil,4,Low,Hancock,4,201,,81.04,81.04,81.04,0.75,71.13625,8,1.139222267
237,4,Garnet-23,Garnet,chil,4,High,Virgin,3,296,,135.28,135.28,135.28,4.96,71.13625,8,1.901702718
238,4,Garnet-22,Garnet,chil,4,High,Virgin,2,37,,81.77,81.77,30.26,5.41,71.13625,8,0.425380871
239,4,Garnet-20,Garnet,chil,4,Low,Virgin,4,336,,125.37,125.37,125.37,2,71.13625,8,1.762392592
240,4,Garnet-18,Garnet,chil,4,Low,Virgin,2,105,,73.13,73.13,73.13,1.3,71.13625,8,1.028027201
241,4,Garnet-1,Garnet,chil,4,Low,Sterile,1,38,,47.93,47.93,81.77,0.48,71.13625,8,1.149484264
242,4,Garnet-3,Garnet,chil,4,Low,Sterile,3,69,,45.37,45.37,45.37,0.76,71.13625,8,0.637790156
243,4,Garnet-5,Garnet,chil,4,High,Sterile,1,348,,NA,0,0,6.27,71.13625,8,0
244,4,Garnet-4,Garnet,chil,4,Low,Sterile,4,394,,150.91,150.91,150.91,1.73,71.13625,8,2.121421919
245,4,Garnet-8,Garnet,chil,4,High,Sterile,4,223,,NA,0,0,10.62,71.13625,8,0
246,4,Garnet-17,Garnet,chil,4,Low,Virgin,1,20,,75.02,75.02,75.02,1.2,71.13625,8,1.054595934
247,4,Garnet-15,Garnet,chil,4,High,Hancock,3,399,,NA,0,136.16,5.06,71.13625,8,1.914073345
248,4,Garnet-24,Garnet,chil,4,High,Virgin,4,163,,80.57,80.57,80.57,4.34,71.13625,8,1.132615228
249,4,Garnet-10,Garnet,chil,4,Low,Hancock,2,32,,92.08,92.08,13.22,1.08,71.13625,8,0.185840552
250,4,Garnet-6,Garnet,chil,4,High,Sterile,2,360,,100.8,100.8,100.8,3.29,71.13625,8,1.416999069
251,4,Garnet-9,Garnet,chil,4,Low,Hancock,1,74,,85.48,85.48,85.48,0.94,71.13625,8,1.201637702
252,4,Garnet-13,Garnet,chil,4,High,Hancock,1,157,,118.89,118.89,118.89,4.34,71.13625,8,1.671299794
253,4,Garnet-2,Garnet,chil,4,Low,Sterile,2,118,,90.73,90.73,90.73,1.22,71.13625,8,1.275439737
254,4,Garnet-21,Garnet,chil,4,High,Virgin,1,221,,148.48,148.48,148.48,4.08,71.13625,8,2.08726212
255,4,Garnet-7,Garnet,chil,4,High,Sterile,3,145,,99.51,99.51,99.51,1.35,71.13625,8,1.398864854
256,4,Garnet-14,Garnet,chil,4,High,Hancock,2,311,,166.3,166.3,166.3,4.95,71.13625,8,2.337767313
257,4,Garnet-19,Garnet,chil,4,Low,Virgin,3,115,,70.45,70.45,70.45,1.16,71.13625,8,0.99035302
258,5,Snowden,Snowden,elite,6,Low,Sterile,4,183,,NA,0,45.32,0.57,91.54413793,29,0.495061738
259,5,Snowden,Snowden,elite,6,High,Virgin,3,387,,NA,0,0,9.52,91.54413793,29,0
260,5,Ranger,Ranger,elite,6,Low,Sterile,4,291,,80.36,80.36,80.36,0.83,91.54413793,29,0.877827918
261,5,Ranger,Ranger,elite,6,Low,Virgin,3,144,,39.2,39.2,39.2,0.32,91.54413793,29,0.42820874
262,5,Snowden,Snowden,elite,6,Low,Virgin,3,208,,NA,0,56.67,0.35,91.54413793,29,0.619045646
263,5,Snowden,Snowden,elite,6,High,Sterile,2,1,,10.66,10.66,10.66,3.74,91.54413793,29,0.116446561
264,5,Ranger,Ranger,elite,6,Low,Hancock,4,96,,62.21,62.21,62.21,0.55,91.54413793,29,0.679562902
265,5,Burbank,Burbank,elite,5,Low,Virgin,4,272,,80.51,80.51,80.51,0.76,91.54413793,29,0.879466472
266,5,Ranger,Ranger,elite,6,Low,Hancock,1,51,,44.27,44.27,44.27,0.37,91.54413793,29,0.483591861
267,5,Burbank,Burbank,elite,5,Low,Virgin,2,380,,NA,0,0,1.27,91.54413793,29,0
268,5,Ranger,Ranger,elite,6,Low,Virgin,2,235,,40.89,40.89,40.89,0.4,91.54413793,29,0.446669781
269,5,Norkodah,Norkodah,elite,6,Low,Virgin,1,254,,62.93,62.93,62.93,NA,91.54413793,29,0.68742796
270,5,Snowden,Snowden,elite,6,Low,Virgin,4,94,,NA,0,83.82,1.86,91.54413793,29,0.915623894
271,5,Burbank,Burbank,elite,5,Low,Virgin,1,140,,60.94,60.94,60.94,1.6,91.54413793,29,0.665689812
272,5,Burbank,Burbank,elite,5,Low,Sterile,1,198,,83.16,83.16,83.16,0.72,91.54413793,29,0.908414257
273,5,Burbank,Burbank,elite,5,Low,Sterile,4,403,,NA,0,60.64,0.27,91.54413793,29,0.662412705
274,5,Norkodah,Norkodah,elite,6,High,Virgin,3,209,,NA,0,0,3.16,91.54413793,29,0
275,5,Snowden,Snowden,elite,6,Low,Virgin,2,106,,NA,0,48.69,0.91,91.54413793,29,0.531874581
276,5,Norkodah,Norkodah,elite,6,Low,Hancock,4,345,,63.84,63.84,63.84,0.35,91.54413793,29,0.69736852
277,5,Norkodah,Norkodah,elite,6,High,Hancock,2,39,,119,119,47.93,1.06,91.54413793,29,0.523572575
278,5,Burbank,Burbank,elite,5,Low,Sterile,2,261,,66.5,66.5,66.5,0.49,91.54413793,29,0.726425542
279,5,Snowden,Snowden,elite,6,High,Sterile,4,395,,85.04,85.04,85.04,5.68,91.54413793,29,0.928950798
280,5,Ranger,Ranger,elite,6,High,Hancock,2,35,,143.21,143.21,92.08,1.89,91.54413793,29,1.005853592
281,5,Ranger,Ranger,elite,6,Low,Hancock,3,90,,46.76,46.76,46.76,0.45,91.54413793,29,0.510791855
282,5,Snowden,Snowden,elite,6,Low,Hancock,2,236,,67.47,67.47,67.47,0.66,91.54413793,29,0.737021523
283,5,Ranger,Ranger,elite,6,Low,Sterile,2,302,,NA,0,60.85,0.76,91.54413793,29,0.66470668
284,5,Snowden,Snowden,elite,6,Low,Hancock,1,165,,NA,0,60.92,2.31,91.54413793,29,0.665471338
285,5,Snowden,Snowden,elite,6,High,Hancock,2,384,,55.14,55.14,55.14,6.82,91.54413793,29,0.602332397
286,5,Norkodah,Norkodah,elite,6,Low,Sterile,3,228,,55.9,55.9,55.9,0.47,91.54413793,29,0.610634403
287,5,Norkodah,Norkodah,elite,6,Low,Sterile,2,108,,56.59,56.59,56.59,0.23,91.54413793,29,0.618171751
288,5,Burbank,Burbank,elite,5,Low,Sterile,3,248,,97.09,97.09,97.09,1.31,91.54413793,29,1.060581291
289,5,Norkodah,Norkodah,elite,6,High,Sterile,2,200,,99.19,99.19,99.19,1.07,91.54413793,29,1.083521045
290,5,Burbank,Burbank,elite,5,High,Virgin,3,30,,45.98,45.98,45.98,9.67,91.54413793,29,0.502271375
291,5,Snowden,Snowden,elite,6,High,Virgin,2,366,,100.3,100.3,100.3,9.91,91.54413793,29,1.095646344
292,5,Snowden,Snowden,elite,6,Low,Virgin,1,107,,NA,0,50.61,1.53,91.54413793,29,0.55284807
293,5,Norkodah,Norkodah,elite,6,Low,Virgin,3,354,,81.36,81.36,81.36,0.31,91.54413793,29,0.88875161
294,5,Norkodah,Norkodah,elite,6,Low,Sterile,1,79,,51.87,51.87,51.87,0.56,91.54413793,29,0.566611923
295,5,Ranger,Ranger,elite,6,Low,Hancock,2,282,,52.94,52.94,52.94,52.01,91.54413793,29,0.578300273
296,5,Norkodah,Norkodah,elite,6,Low,Virgin,4,170,,81.82,81.82,81.82,0.29,91.54413793,29,0.893776509
297,5,Norkodah,Norkodah,elite,6,Low,Virgin,2,173,Yellow,82.55,82.55,82.55,0.5,91.54413793,29,0.901750804
298,5,Burbank,Burbank,elite,5,High,Hancock,3,323,,102.34,102.34,102.34,4.47,91.54413793,29,1.117930676
299,5,Burbank,Burbank,elite,5,Low,Hancock,1,219,,103.03,103.03,103.03,0.81,91.54413793,29,1.125468024
300,5,Ranger,Ranger,elite,6,High,Hancock,4,298,,83.2,83.2,83.2,0.43,91.54413793,29,0.908851204
301,5,Norkodah,Norkodah,elite,6,High,Sterile,3,86,,112.25,112.25,112.25,1.28,91.54413793,29,1.226184467
302,5,Burbank,Burbank,elite,5,High,Hancock,4,113,,113.55,113.55,113.55,5.85,91.54413793,29,1.240385267
303,5,Snowden,Snowden,elite,6,Low,Sterile,3,137,,NA,0,64.75,1.91,91.54413793,29,0.70730908
304,5,Burbank,Burbank,elite,5,Low,Hancock,4,91,,84.11,84.11,84.11,0.86,91.54413793,29,0.918791764
305,5,Burbank,Burbank,elite,5,Low,Hancock,2,331,,84.91,84.91,84.91,0.71,91.54413793,29,0.927530718
306,5,Ranger,Ranger,elite,6,High,Sterile,3,299,,118.12,118.12,118.12,1.55,91.54413793,29,1.290306541
307,5,Snowden,Snowden,elite,6,Low,Sterile,1,226,,NA,0,60.15,0.51,91.54413793,29,0.657060095
308,5,Burbank,Burbank,elite,5,High,Sterile,1,347,,NA,0,100.95,4.11,91.54413793,29,1.102746744
309,5,Snowden,Snowden,elite,6,Low,Hancock,3,199,,86.77,86.77,86.77,1.01,91.54413793,29,0.947848786
310,5,Snowden,Snowden,elite,6,High,Virgin,1,73,,67.48,67.48,67.48,8.08,91.54413793,29,0.73713076
311,5,Snowden,Snowden,elite,6,High,Hancock,1,168,,123.83,123.83,123.83,8.84,91.54413793,29,1.352680825
312,5,Burbank,Burbank,elite,5,High,Hancock,1,131,,124.32,124.32,124.32,7.37,91.54413793,29,1.358033434
313,5,Ranger,Ranger,elite,6,Low,Virgin,4,195,,68.95,68.95,68.95,0.66,91.54413793,29,0.753188588
314,5,Norkodah,Norkodah,elite,6,High,Virgin,2,57,,128.8,128.8,128.8,0.89,91.54413793,29,1.406971576
315,5,Ranger,Ranger,elite,6,Low,Sterile,3,133,,70.37,70.37,70.37,2.11,91.54413793,29,0.768700231
316,5,Norkodah,Norkodah,elite,6,High,Sterile,4,365,,115.09,115.09,115.09,0.62,91.54413793,29,1.257207754
317,5,Norkodah,Norkodah,elite,6,Low,Hancock,2,358,,70.77,70.77,70.77,0.24,91.54413793,29,0.773069708
318,5,Burbank,Burbank,elite,5,High,Sterile,3,142,,137.02,137.02,137.02,7.81,91.54413793,29,1.496764327
319,5,Ranger,Ranger,elite,6,High,Sterile,1,63,,137.78,137.78,137.78,4.13,91.54413793,29,1.505066333
320,5,Snowden,Snowden,elite,6,High,Sterile,1,321,,140.02,140.02,140.02,9,91.54413793,29,1.529535404
321,5,Burbank,Burbank,elite,5,High,Virgin,1,132,,142.23,142.23,142.23,11.09,91.54413793,29,1.553676764
322,5,Norkodah,Norkodah,elite,6,Low,Hancock,3,213,,94.5,94.5,94.5,1.23,91.54413793,29,1.032288928
323,5,Burbank,Burbank,elite,5,Low,Virgin,3,246,,94.82,94.82,94.82,1.44,91.54413793,29,1.035784509
324,5,Snowden,Snowden,elite,6,High,Virgin,4,186,,149.13,149.13,149.13,6.24,91.54413793,29,1.629050241
325,5,Snowden,Snowden,elite,6,Low,Sterile,2,237,,76.16,76.16,76.16,1.37,91.54413793,29,0.83194841
326,5,Burbank,Burbank,elite,5,High,Virgin,2,343,,156.24,156.24,156.24,7.6,91.54413793,29,1.706717694
327,5,Snowden,Snowden,elite,6,High,Sterile,3,275,,77.9,77.9,77.9,4.79,91.54413793,29,0.850955635
328,5,Burbank,Burbank,elite,5,High,Virgin,4,114,,161.11,161.11,161.11,4.78,91.54413793,29,1.759916076
329,5,Burbank,Burbank,elite,5,High,Sterile,2,407,,162.18,162.18,162.18,5.72,91.54413793,29,1.771604427
330,5,Ranger,Ranger,elite,6,Low,Sterile,1,152,,39.26,39.26,39.26,0.42,91.54413793,29,0.428864162
331,5,Norkodah,Norkodah,elite,6,High,Virgin,4,197,,167,167,167,0.72,91.54413793,29,1.824256624
332,5,Burbank,Burbank,elite,5,High,Hancock,2,309,,174.46,174.46,174.46,8.62,91.54413793,29,1.905747369
333,5,Snowden,Snowden,elite,6,High,Hancock,3,258,,177,177,177,5.31,91.54413793,29,1.933493547
334,5,Ranger,Ranger,elite,6,High,Virgin,3,247,,180.09,180.09,180.09,1.09,91.54413793,29,1.967247757
335,5,Ranger,Ranger,elite,6,High,Virgin,1,12,,181.68,181.68,181.68,3.14,91.54413793,29,1.984616428
336,5,Burbank,Burbank,elite,5,High,Sterile,4,243,,191.05,191.05,191.05,7.32,91.54413793,29,2.086971425
337,5,Ranger,Ranger,elite,6,High,Virgin,4,120,,193.56,193.56,193.56,2.12,91.54413793,29,2.114389893
338,5,Ranger,Ranger,elite,6,High,Sterile,2,162,,198.56,198.56,198.56,3.45,91.54413793,29,2.169008355
339,5,Norkodah,Norkodah,elite,6,High,Virgin,1,364,,202.1,202.1,202.1,0.84,91.54413793,29,2.207678226
340,5,Ranger,Ranger,elite,6,High,Virgin,2,136,,228.93,228.93,228.93,2.17,91.54413793,29,2.500760892
